address,name,size,status,module,notes
0x08015598,UpdateActorFrame,544,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x080157B8,TryLaunchActor,124,matching,world,verified from a byte-matching C source; TryLaunchActor; launch trigger with a countdown
0x08015834,UpdateActorSlotEntry,362,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080159A0,UpdateActorLane,228,matching,world,verified from a byte-matching C source; UpdateActorLane; 2-bit strip field update
0x08015A84,FUN_08015a84,114,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08015AF8,FUN_08015af8,3054,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review
0x080166E8,IsAnyActorNearby,128,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08016768,ResetActor,160,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08016808,ReleaseActorEntries,98,matching,world,verified from a byte-matching C source; ReleaseActorEntries; releases four entries and the object
0x0801686C,RequestActorAction,292,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08016990,FUN_08016990,2318,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review
0x080172A0,FUN_080172a0,606,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08017500,GetFacingTarget,148,matching,world,verified from a byte-matching C source; GetFacingTarget; returns the target inside the view cone (find_twins.py)
0x08017594,GetFacingTargetDup,148,matching,world,verified from a byte-matching C source; GetFacingTargetDup; the second copy of GetFacingTarget in the ROM
0x08017628,FUN_08017628,1536,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08017C28,DispatchActorBehavior,336,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08017D78,FlagsToAngle,194,matching,world,verified from a byte-matching C source; FlagsToAngle; 8.24 angle from the heading flags
0x08017E3C,StepActorBehaviorB3,312,matching,world,verified from a byte-matching C source; StepActorBehaviorB3; template of the 12-member behaviour family (find_twins.py)
0x08017F74,StepActorBehavior136,272,matching,world,verified from a byte-matching C source; StepActorBehavior136; the 272-byte member of the family
0x08018084,StepActorBehavior155,272,matching,world,verified from a byte-matching C source; StepActorBehavior155; the 272-byte member of the family
0x08018194,StepActorBehavior139,272,matching,world,verified from a byte-matching C source; StepActorBehavior139; the 272-byte member of the family
0x080182A4,StepActorBehavior142,272,matching,world,verified from a byte-matching C source; StepActorBehavior142; the 272-byte member of the family
0x080183B4,StepActorBehavior149,272,matching,world,verified from a byte-matching C source; StepActorBehavior149; the 272-byte member of the family
0x080184C4,StepActorBehavior152,272,matching,world,verified from a byte-matching C source; StepActorBehavior152; the 272-byte member of the family
0x080185D4,StepActorBehavior146,272,matching,world,verified from a byte-matching C source; StepActorBehavior146; the 272-byte member of the family
0x080186E4,StepActorBehaviorB4a,312,matching,world,verified from a byte-matching C source; StepActorBehaviorB4a; the 312-byte member of the family
0x0801881C,StepActorBehaviorB4b,312,matching,world,verified from a byte-matching C source; StepActorBehaviorB4b; the 312-byte member of the family
0x08018954,StepActorBehavior130,272,matching,world,verified from a byte-matching C source; StepActorBehavior130; the 272-byte member of the family
0x08018A64,StepActorBehavior133,272,matching,world,verified from a byte-matching C source; StepActorBehavior133; the 272-byte member of the family
0x08018B74,FUN_08018b74,996,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08018F58,FUN_08018f58,312,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08019090,FUN_08019090,464,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08019260,FUN_08019260,192,discovered,unknown,"missed by Ghidra; tools/discover_functions.py call target (certain), body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08019320,FUN_08019320,164,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080193C4,GetActorRouteEntry,138,matching,world,verified from a byte-matching C source; GetActorRouteEntry; step value from the route set
0x08019450,IsActorMarked,20,matching,world,Entity check; src/world/actor_control.c
0x08019464,NotifyActor,44,matching,world,Entity check; src/world/actor_control.c
0x08019490,ReleaseActorRefs,34,matching,world,Entity check; src/world/actor_control.c
0x080194B4,ResolveActorExtra,64,matching,world,Entity check; src/world/actor_control.c
0x080194F4,ActivateActor,28,matching,world,Entity check; src/world/actor_control.c
0x08019510,IsActorBusy,26,matching,world,Entity check; src/world/actor_control.c
0x0801952C,ResolveActorDesc,100,matching,world,verified from a byte-matching C source; ResolveActorDesc; resolves the actor definition from the gRom08BD3448 root
0x08019590,FUN_08019590,98,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080195F4,EitherInRange,44,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08019620,ActorIdMatches,80,matching,world,verified from a byte-matching C source; ActorIdMatches; id / alias mapping query
0x08019670,ScaleByMode,42,matching,world,Object state query; src/world/object_state.c
0x0801969C,ReleaseObjectSlot,42,matching,world,Object state query; src/world/object_state.c
0x080196C8,IsObjectReadyA,36,matching,world,Object state query; src/world/object_state.c
0x080196EC,IsObjectReadyB,36,matching,world,Object state query; src/world/object_state.c
0x08019710,PingOtherActors,140,matching,world,verified from a byte-matching C source; PingOtherActors; notifies FUN_08037d98 on two lists
0x0801979C,FinishActorState,96,matching,world,verified from a byte-matching C source; FinishActorState; ends the state and moves it to 0x7FFF
0x080197FC,NoOp080197FC,2,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08019800,FUN_08019800,26,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801981C,FUN_0801981c,32,discovered,unknown,"missed by Ghidra; tools/discover_functions.py call target (certain), body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x0801983C,FUN_0801983c,168,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080198E4,FUN_080198e4,104,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801994C,FUN_0801994c,112,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x080199BC,BlendPaletteBlock,134,matching,world,Blends sixteen BGR555 colours with a 16.16 coefficient; src/world/palette_lerp.c
0x08019A64,FUN_08019a64,26,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08019A80,FUN_08019a80,76,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08019B08,IsActorUsable,52,matching,world,Actor state; src/world/actor_check.c
0x08019B3C,GetAngleField,30,matching,world,Actor state; src/world/actor_check.c
0x08019B5C,FUN_08019b5c,112,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08019BCC,FUN_08019bcc,54,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08019C04,NoOp08019C04,2,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08019C10,FUN_08019c10,20,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08019C24,FUN_08019c24,264,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08019D2C,FUN_08019d2c,132,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08019DB0,FUN_08019db0,322,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08019EF4,FUN_08019ef4,414,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801A094,FUN_0801a094,564,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0801A2C8,FUN_0801a2c8,140,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801A354,FUN_0801a354,522,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801A560,FUN_0801a560,400,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801A6F0,FUN_0801a6f0,986,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801AACC,FUN_0801aacc,1046,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review
0x0801AEE4,FUN_0801aee4,4476,candidate,unknown,2026-09-04 Thumb flow review; boundary verified by the interior store at 0x0801C04A and the return at 0x0801C05A; boundary corrected against the ROM (audit_boundaries.py)
0x0801C060,FUN_0801c060,1560,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0801C678,FUN_0801c678,1500,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801CC54,FUN_0801cc54,1274,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801D150,FUN_0801d150,560,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0801D380,FUN_0801d380,980,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801D754,FUN_0801d754,136,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801D7DC,SetWindow,32,matching,world,Window setting; src/world/window_config.c size measured including the tail pool (byte-matching evidence)
0x0801D7FC,StoreRam0201AEE8,12,matching,world,Window setting; src/world/window_config.c size measured including the tail pool (byte-matching evidence)
0x0801D818,FUN_0801d818,48,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801D848,InitAndMirror,34,matching,world,byte-matching from a C source; complex harvest
0x0801D86C,FUN_0801d86c,24,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801D8A0,FUN_0801d8a0,6,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801D8B0,GetField100,10,matching,world,byte-matching from C (small function harvest)
0x0801D8BC,FUN_0801d8bc,98,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801D920,FUN_0801d920,26,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801D93C,FUN_0801d93c,84,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801D990,FUN_0801d990,42,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801D9BC,FUN_0801d9bc,128,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801DA3C,FUN_0801da3c,78,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801DA8C,FUN_0801da8c,170,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0801DB3C,FUN_0801db3c,38,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0801DB64,FUN_0801db64,566,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0801DDCC,FUN_0801ddcc,62,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801DE0C,FUN_0801de0c,442,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801DFC8,FUN_0801dfc8,1296,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801E4D8,FUN_0801e4d8,336,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801E628,FUN_0801e628,80,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801E678,FUN_0801e678,2610,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review
0x0801F0AC,FUN_0801f0ac,1274,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0801F5A8,FUN_0801f5a8,160,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801F648,FUN_0801f648,1332,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0801FB7C,FUN_0801fb7c,470,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801FD54,FUN_0801fd54,446,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0801FF40,FUN_0801ff40,36,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x0801FFF0,FUN_0801fff0,64,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08020030,FUN_08020030,78,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08020080,FUN_08020080,236,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0802016C,FUN_0802016c,906,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080204F8,FUN_080204f8,104,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08020560,FUN_08020560,840,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080208A8,FUN_080208a8,500,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08020A9C,FUN_08020a9c,210,decompiled,entity,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08020B70,FUN_08020b70,2584,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review; boundary corrected against the ROM (audit_boundaries.py)
0x08021588,FUN_08021588,18,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review
0x0802159C,FUN_0802159c,174,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0802164C,FUN_0802164c,160,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080216EC,FUN_080216ec,360,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08021854,FUN_08021854,98,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x080218B8,FUN_080218b8,88,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08021914,FUN_08021914,82,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08021968,FUN_08021968,152,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08021A00,FUN_08021a00,1496,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08021FD8,FUN_08021fd8,1010,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080223CC,FUN_080223cc,2160,discovered,unknown,"missed by Ghidra; tools/discover_functions.py call target (certain), body not yet reviewed; boundary verified by the 2026-09-04 ROM flow review; boundary corrected against the ROM (audit_boundaries.py)"
0x08022C3C,FUN_08022c3c,392,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08022DC4,FUN_08022dc4,668,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08023060,FUN_08023060,206,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08023130,FUN_08023130,602,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0802338C,FUN_0802338c,574,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080235CC,FUN_080235cc,124,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08023648,FUN_08023648,12,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08023654,FUN_08023654,12,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08023660,FUN_08023660,44,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0802368C,FUN_0802368c,100,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x080236F0,FUN_080236f0,98,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08023754,FUN_08023754,36,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08023778,FUN_08023778,26,matching,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08023794,FUN_08023794,26,matching,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x080237B0,FUN_080237b0,184,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08023868,ProjectActorOffset,196,matching,world,verified from a byte-matching C source; ProjectActorOffset; projects the drift onto the heading axis
0x0802392C,ClearRam0202370C,12,matching,world,Double indexing; src/world/pair_lookup.c size measured including the tail pool (byte-matching evidence)
0x08023938,PairIndex,60,matching,world,Double indexing; src/world/pair_lookup.c
0x08023974,StepDecay,152,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08023A0C,ApplyThreshold,52,matching,world,Band calculator; src/world/threshold.c size measured including the tail pool (byte-matching evidence)
0x08023A40,ResetMeter,10,matching,world,Band calculator; src/world/threshold.c
0x08023A4C,SetToMax,10,matching,world,Band calculator; src/world/threshold.c
0x08023A58,ReloadMeter,16,matching,world,Band calculator; src/world/threshold.c
0x08023A80,MaskedDiffers,28,matching,world,byte-matching from a C source (MATCH-014 batch group)
0x08023AA0,ShiftRowsRight,130,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08023B24,ShiftColumnsDown,148,matching,unknown,missed by Ghidra; found with tools/discover_functions.py. Body RESOLVED and a byte-matching C source exists
0x08023BB8,ShiftRowsLeft,132,matching,unknown,missed by Ghidra; found with tools/discover_functions.py. Body RESOLVED and a byte-matching C source exists
0x08023C3C,ShiftColumnsUp,134,matching,unknown,missed by Ghidra; found with tools/discover_functions.py. Body RESOLVED and a byte-matching C source exists
0x08023CC4,ClearEntryTables,300,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08023DF0,FUN_08023df0,596,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08024044,GetStateValue,328,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0802418C,FUN_0802418c,2150,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080249F4,FUN_080249f4,740,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08024CD8,FUN_08024cd8,1640,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08025340,MoveActorAlongAngle,228,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08025424,CreateEntryFromTemplate,242,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x08025518,StepEntryPhase,458,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x080256E4,FUN_080256e4,1330,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08025C18,FUN_08025c18,162,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08025CBC,FUN_08025cbc,536,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08025ED4,FUN_08025ed4,116,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08025F48,FUN_08025f48,118,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08025FC0,FUN_08025fc0,116,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM; boundary corrected against the ROM (audit_boundaries.py)
0x08026034,FUN_08026034,116,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM; boundary corrected against the ROM (audit_boundaries.py)
0x080260A8,FUN_080260a8,1518,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08026698,FUN_08026698,318,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080267D8,FUN_080267d8,710,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08026AA0,FUN_08026aa0,212,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08026B74,FUN_08026b74,280,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08026C8C,FUN_08026c8c,152,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08026D24,FUN_08026d24,120,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08026D9C,FUN_08026d9c,104,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08026E04,FUN_08026e04,356,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08026F68,FUN_08026f68,190,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08027028,FUN_08027028,296,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08027150,FUN_08027150,374,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080272C8,FUN_080272c8,638,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08027548,FUN_08027548,354,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080276AC,FUN_080276ac,516,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x080278B0,FUN_080278b0,566,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08027AE8,FUN_08027ae8,532,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08027CFC,FUN_08027cfc,220,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08027DD8,FUN_08027dd8,366,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08027F48,FUN_08027f48,204,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08028014,FUN_08028014,304,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08028144,FUN_08028144,374,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080282BC,FUN_080282bc,252,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080283B8,FUN_080283b8,278,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080284D0,FUN_080284d0,132,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08028554,FUN_08028554,830,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
